Patient #,Avg Hausdorff (mm),Max Hausdorff (mm)
007,3.3180816173553467,26.981475830078125
010,2.782120704650879,23.366641998291016
011,3.201225757598877,24.392621994018555
012,3.0635154247283936,17.291616439819336
013,3.0366201400756836,21.047565460205078
015,3.993208408355713,25.079872131347656
016,3.3508083820343018,21.02379608154297
019,3.066628932952881,20.615528106689453
020,3.5115818977355957,23.0
022,2.734649896621704,25.2586612701416
024,2.683332681655884,18.70828628540039
027,3.2651824951171875,22.472204208374023
028,2.7988977432250977,16.911535263061523
Avg:,3.138911852469811,22.011523466843826
StdDev (mm^2),0.1231382671970919,8.954368025933967
