Patient #,Avg Hausdorff (mm),Max Hausdorff (mm)
007,3.2417502403259277,20.71231460571289
010,3.3714354038238525,30.495901107788086
011,3.42423677444458,20.880613327026367
012,4.098939418792725,20.32240104675293
013,3.8549137115478516,31.08053970336914
015,3.9982380867004395,24.919872283935547
016,3.8505401611328125,24.515300750732422
019,4.2660417556762695,33.39161682128906
020,4.198563098907471,27.09243392944336
022,4.036284446716309,39.217342376708984
024,4.043423175811768,38.09199523925781
027,4.108362197875977,25.787593841552734
028,3.4008617401123047,19.621416091918945
Avg:,3.837968477836022,27.394564701960636
StdDev (mm^2),0.11519474756724755,40.61474570308515
